DateTime;account_no;Description;credit_debit_ind;txn_amount
2021/08/29 00:54:56.755 +02:00;KN11000000082;Debit Card;C;306.0
2021/08/29 00:54:56.755 +02:00;KN11000000083;Tax;D;42085.16
2021/08/29 00:54:56.755 +02:00;KN11000000084;Cheque;C;2408.0
2021/08/29 00:54:56.755 +02:00;KN11000000085;Interest;C;36.68
2021/08/29 00:54:56.755 +02:00;KN11000000086;Purchase;C;59.51
2021/08/29 00:54:56.755 +02:00;KN11000000087;Transfer;C;58.49
2021/08/29 00:54:56.755 +02:00;KN11000000088;Bill;C;24976.6
2021/08/29 00:54:56.755 +02:00;KN11000000089;Tax;C;27.0
2021/08/29 00:54:56.755 +02:00;KN11000000090;NEFT;D;18622.77
2021/08/29 00:54:56.755 +02:00;KN11000000091;Transfer;C;6.0
2021/08/29 00:54:56.755 +02:00;KN11000000092;RTGS;C;4.0
2021/08/29 00:54:56.755 +02:00;KN11000000093;NEFT;D;46561.92
2021/08/29 00:54:56.755 +02:00;KN11000000094;ATM;C;3925.0
2021/08/29 00:54:56.755 +02:00;KN11000000095;IMPS;C;7.2
2021/08/29 00:54:56.755 +02:00;KN11000000096;IMPS;D;16831.37
2021/08/29 00:54:56.755 +02:00;KN11000000097;IMPS;C;74284.97
2021/08/29 00:54:56.755 +02:00;KN11000000098;ATM;D;15421.1
2021/08/29 00:54:56.755 +02:00;KN11000000099;Bill;D;18505.32
2021/08/29 00:54:56.755 +02:00;KN11000000100;Bill;C;6.0
2021/08/29 00:54:56.755 +02:00;KN11000000101;Purchase;D;7402.73
2021/08/29 00:54:56.755 +02:00;KN11000000102;Cash;D;66624.57
2021/08/29 00:54:56.755 +02:00;KN11000000103;Purchase;C;16267.0
2021/08/29 00:54:56.755 +02:00;KN11000000104;Commission;D;1626.7
2021/08/29 00:54:56.755 +02:00;KN11000000105;NEFT;D;1626.7
2021/08/29 00:54:56.755 +02:00;KN11000000106;ATM;C;2599.6
2021/08/29 00:54:56.755 +02:00;KN11000000107;Miscellaneous;C;3420.2
2021/08/29 00:54:56.755 +02:00;KN11000000108;Debit Card;D;4758.35
2021/08/29 00:54:56.763 +02:00;KN11000000109;Reversal;D;4758.35
2021/08/29 00:54:56.763 +02:00;KN11000000110;Cheque;D;1359.53
2021/08/29 00:54:56.763 +02:00;KN11000000111;Commission;D;906.35
2021/08/29 00:54:56.763 +02:00;KN11000000112;Debit Card;D;1450.16
2021/08/29 00:54:56.763 +02:00;KN11000000113;Purchase;D;580.07
2021/08/29 00:54:56.763 +02:00;KN11000000114;Interest;D;1044.12
2021/08/29 00:54:56.763 +02:00;KN11000000115;Miscellaneous;D;4176.47
2021/08/29 00:54:56.763 +02:00;KN11000000116;Miscellaneous;C;16915.8
2021/08/29 00:54:56.763 +02:00;KN11000000117;Cheque;D;2819.3
2021/08/29 00:54:56.763 +02:00;KN11000000118;IMPS;D;7048.25
2021/08/29 00:54:56.763 +02:00;KN11000000119;Purchase;C;1432.0
2021/08/29 00:54:56.763 +02:00;KN11000000120;Miscellaneous;D;848.03
2021/08/29 00:54:56.763 +02:00;KN11000000121;IMPS;C;1807354.0
2021/08/29 00:54:56.763 +02:00;KN11000000122;Interest;D;604995.41
2021/08/29 00:54:56.764 +02:00;KN11000000123;Bill;D;120999.08
2021/08/29 00:54:56.764 +02:00;KN11000000124;Debit Card;C;1.7
2021/08/29 00:54:56.764 +02:00;KN11000000125;Reversal;D;155570.49
2021/08/29 00:54:56.764 +02:00;KN11000000126;Bill;D;133346.13
2021/08/29 00:54:56.764 +02:00;KN11000000127;Cash;D;114296.69
2021/08/29 00:54:56.764 +02:00;KN11000000128;Commission;D;171445.03
2021/08/29 00:54:56.764 +02:00;KN11000000129;ATM;C;28.0
2021/08/29 00:54:56.764 +02:00;KN11000000130;ATM;D;73480.44
2021/08/29 00:54:56.764 +02:00;KN11000000131;NEFT;C;72005.25
2021/08/29 00:54:56.764 +02:00;KN11000000132;Transfer;C;1.6
2021/08/29 00:54:56.764 +02:00;KN11000000133;RTGS;D;56987.72
2021/08/29 00:54:56.764 +02:00;KN11000000134;Purchase;C;80.79
2021/08/29 00:54:56.764 +02:00;KN11000000135;RTGS;D;75997.1
2021/08/29 00:54:56.765 +02:00;KN11000000136;Reversal;C;5277.66
2021/08/29 00:54:56.766 +02:00;KN11000000137;Reversal;D;128421.05
2021/08/29 00:54:56.768 +02:00;KN11000000138;Cash;D;64210.52
2021/08/29 00:54:56.769 +02:00;KN11000000139;RTGS;D;27518.8
2021/08/29 00:54:56.780 +02:00;KN11000000140;ATM;C;271.0
2021/08/29 00:54:56.780 +02:00;KN11000000141;ATM;D;55127.92
2021/08/29 00:54:56.780 +02:00;KN11000000142;Cheque;D;11025.59
2021/08/29 00:54:56.780 +02:00;KN11000000143;Reversal;C;10196.72
2021/08/29 00:54:56.780 +02:00;KN11000000144;ATM;D;109426.98
2021/08/29 00:54:56.780 +02:00;KN11000000145;Cash;C;1078.5
2021/08/29 00:54:56.780 +02:00;KN11000000146;Reversal;D;359.5
2021/08/29 00:54:56.780 +02:00;KN11000000147;Debit Card;D;102.71
2021/08/29 00:54:56.780 +02:00;KN11000000148;Bill;C;16011.0
2021/08/29 00:54:56.780 +02:00;KN11000000149;Commission;D;3325.46
2021/08/29 00:54:56.780 +02:00;KN11000000150;Cash;D;1477.98
2021/08/29 00:54:56.780 +02:00;KN11000000151;Cheque;D;3941.28
2021/08/29 00:54:56.780 +02:00;KN11000000152;Cash;C;3960.92
2021/08/29 00:54:56.780 +02:00;KN11000000153;Transfer;D;2368.7
2021/08/29 00:54:56.780 +02:00;KN11000000154;Cash;D;1353.54
2021/08/29 00:54:56.780 +02:00;KN11000000155;NEFT;D;812.13
2021/08/29 00:54:56.780 +02:00;KN11000000156;NEFT;D;1044.16
2021/08/29 00:54:56.780 +02:00;KN11000000157;Cheque;D;1252.99
2021/08/29 00:54:56.780 +02:00;KN11000000158;Miscellaneous;D;1002.39
2021/08/29 00:54:56.780 +02:00;KN11000000159;Interest;C;1.0
2021/08/29 00:54:56.780 +02:00;KN11000000160;Debit Card;C;8729.5
2021/08/29 00:54:56.780 +02:00;KN11000000161;ATM;D;6370.04
2021/08/29 00:54:56.780 +02:00;KN11000000162;Cheque;D;6370.04
2021/08/29 00:54:56.780 +02:00;KN11000000163;NEFT;C;54.77
2021/08/29 00:54:56.780 +02:00;KN11000000164;Bill;D;6.85
2021/08/29 00:54:56.780 +02:00;KN11000000165;ATM;D;23.96
2021/08/29 00:54:56.780 +02:00;KN11000000166;NEFT;C;252961.1
2021/08/29 00:54:56.780 +02:00;KN11000000167;Reversal;D;50597.01
2021/08/29 00:54:56.780 +02:00;KN11000000168;Cash;C;2795.1
2021/08/29 00:54:56.780 +02:00;KN11000000169;Commission;D;102591.58
2021/08/29 00:54:56.780 +02:00;KN11000000170;Debit Card;D;102591.58
2021/08/29 00:54:56.780 +02:00;KN11000000171;Bill;C;29662.05
2021/08/29 00:54:56.780 +02:00;KN11000000172;Debit Card;D;3295.78
2021/08/29 00:54:56.780 +02:00;KN11000000173;Purchase;C;55.0
2021/08/29 00:54:56.780 +02:00;KN11000000174;RTGS;C;206667.8
2021/08/29 00:54:56.780 +02:00;KN11000000175;Bill;C;1658310.0
2021/08/29 00:54:56.780 +02:00;KN11000000176;RTGS;C;2385.1
2021/08/29 00:54:56.780 +02:00;KN11000000177;Commission;D;631261.39
2021/08/29 00:54:56.780 +02:00;KN11000000178;Debit Card;C;6.4
2021/08/29 00:54:56.780 +02:00;KN11000000179;Debit Card;D;140281.02
2021/08/29 00:54:56.780 +02:00;KN11000000180;Commission;D;374082.72
2021/08/29 00:54:56.780 +02:00;KN11000000181;Tax;D;249388.48
2021/08/29 00:54:56.780 +02:00;KN11000000182;Purchase;C;4.0
2021/08/29 00:54:56.780 +02:00;KN11000000183;RTGS;C;176.89
2021/08/29 00:54:56.780 +02:00;KN11000000184;Interest;D;71279.69
2021/08/29 00:54:56.780 +02:00;KN11000000185;Cash;D;47519.8
2021/08/29 00:54:56.780 +02:00;KN11000000186;Miscellaneous;D;76031.67
2021/08/29 00:54:56.780 +02:00;KN11000000187;Miscellaneous;D;43446.67
2021/08/29 00:54:56.780 +02:00;KN11000000188;Tax;C;1086041.0
2021/08/29 00:54:56.780 +02:00;KN11000000189;Bill;C;497.06
2021/08/29 00:54:56.780 +02:00;KN11000000190;Transfer;D;134721.81
2021/08/29 00:54:56.780 +02:00;KN11000000191;Cheque;D;151562.03
2021/08/29 00:54:56.780 +02:00;KN11000000192;Transfer;C;1846.56
2021/08/29 00:54:56.780 +02:00;KN11000000193;Debit Card;C;631472.0
2021/08/29 00:54:56.780 +02:00;KN11000000194;Purchase;C;15629.0
2021/08/29 00:54:56.780 +02:00;KN11000000195;IMPS;C;174734.7
2021/08/29 00:54:56.780 +02:00;KN11000000196;Cheque;C;26.9
2021/08/29 00:54:56.780 +02:00;KN11000000197;Cash;C;274.7
2021/08/29 00:54:56.780 +02:00;KN11000000198;Purchase;C;15.2
2021/08/29 00:54:56.780 +02:00;KN11000000199;RTGS;D;188493.33
2021/08/29 00:54:56.780 +02:00;KN11000000200;ATM;D;565479.99
2021/08/29 00:54:56.780 +02:00;KN11000000201;Reversal;C;74038.72
2021/08/29 00:54:56.780 +02:00;KN11000000202;ATM;D;172142.67
2021/08/29 00:54:56.780 +02:00;KN11000000203;Miscellaneous;C;86627.0
2021/08/29 00:54:56.780 +02:00;KN11000000204;Tax;D;1119483.03
2021/08/29 00:54:56.780 +02:00;KN11000000205;RTGS;C;3364.1
2021/08/29 00:54:56.780 +02:00;KN11000000206;Transfer;D;420.51
2021/08/29 00:54:56.780 +02:00;KN11000000207;Interest;C;10699.78
2021/08/29 00:54:56.780 +02:00;KN11000000208;Tax;D;1705.42
2021/08/29 00:54:56.780 +02:00;KN11000000209;RTGS;D;1492.24
2021/08/29 00:54:56.780 +02:00;KN11000000210;RTGS;D;1160.63
2021/08/29 00:54:56.781 +02:00;KN11000000211;Purchase;D;1857.02
2021/08/29 00:54:56.781 +02:00;KN11000000212;NEFT;D;1238.01
2021/08/29 00:54:56.782 +02:00;KN11000000213;RTGS;D;1031.68
2021/08/29 00:54:56.782 +02:00;KN11000000214;Purchase;C;1098.2
2021/08/29 00:54:56.782 +02:00;KN11000000215;Cash;D;1251.32
2021/08/29 00:54:56.782 +02:00;KN11000000216;Interest;C;46.2
2021/08/29 00:54:56.782 +02:00;KN11000000217;NEFT;C;3871.6
2021/08/29 00:54:56.782 +02:00;KN11000000218;Debit Card;D;1784.61
2021/08/29 00:54:56.782 +02:00;KN11000000219;ATM;D;713.85
2021/08/29 00:54:56.782 +02:00;KN11000000220;Transfer;C;329.6
2021/08/29 00:54:56.782 +02:00;KN11000000221;NEFT;D;1125.7
2021/08/29 00:54:56.782 +02:00;KN11000000222;Tax;C;32651.54
2021/08/29 00:54:56.782 +02:00;KN11000000223;ATM;C;44.0
2021/08/29 00:54:56.782 +02:00;KN11000000224;ATM;C;1.24
2021/08/29 00:54:56.782 +02:00;KN11000000225;Commission;D;12775.09
2021/08/29 00:54:56.782 +02:00;KN11000000226;IMPS;D;2838.91
2021/08/29 00:54:56.782 +02:00;KN11000000227;NEFT;C;887.03
2021/08/29 00:54:56.782 +02:00;KN11000000228;ATM;C;70759.0
2021/08/29 00:54:56.782 +02:00;KN11000000229;Miscellaneous;D;10484.15
2021/08/29 00:54:56.782 +02:00;KN11000000230;Miscellaneous;C;6.0
2021/08/29 00:54:56.782 +02:00;KN11000000231;Miscellaneous;D;10484.9
2021/08/29 00:54:56.782 +02:00;KN11000000232;Cheque;C;134526.0
2021/08/29 00:54:56.782 +02:00;KN11000000233;Interest;C;232.0
2021/08/29 00:54:56.782 +02:00;KN11000000234;NEFT;D;26019.03
2021/08/29 00:54:56.782 +02:00;KN11000000235;IMPS;D;26019.03
2021/08/29 00:54:56.782 +02:00;KN11000000236;RTGS;D;19514.28
2021/08/29 00:54:56.782 +02:00;KN11000000237;Miscellaneous;D;15177.77
2021/08/29 00:54:56.782 +02:00;KN11000000238;Cash;C;37.1
2021/08/29 00:54:56.782 +02:00;KN11000000239;Transfer;C;51.9
2021/08/29 00:54:56.782 +02:00;KN11000000240;Purchase;C;977896.0
2021/08/29 00:54:56.782 +02:00;KN11000000241;ATM;C;112202.47
2021/08/29 00:54:56.782 +02:00;KN11000000242;RTGS;C;5812.6
2021/08/29 00:54:56.782 +02:00;KN11000000243;ATM;D;608711.12
2021/08/29 00:54:56.782 +02:00;KN11000000244;Interest;C;87.0
2021/08/29 00:54:56.782 +02:00;KN11000000245;Miscellaneous;C;281350.8
2021/08/29 00:54:56.782 +02:00;KN11000000246;Debit Card;D;445074.46
2021/08/29 00:54:56.782 +02:00;KN11000000247;Tax;C;363356.0
2021/08/29 00:54:56.782 +02:00;KN11000000248;Cheque;D;80843.05
2021/08/29 00:54:56.782 +02:00;KN11000000249;Cash;D;181896.85
2021/08/29 00:54:56.782 +02:00;KN11000000250;Commission;C;95879.9
2021/08/29 00:54:56.782 +02:00;KN11000000251;Miscellaneous;C;18525.99
2021/08/29 00:54:56.782 +02:00;KN11000000252;Transfer;C;3077.0
2021/08/29 00:54:56.782 +02:00;KN11000000253;Tax;C;227.4
2021/08/29 00:54:56.782 +02:00;KN11000000254;Purchase;D;165850.21
2021/08/29 00:54:56.782 +02:00;KN11000000255;Interest;D;82925.11
2021/08/29 00:54:56.782 +02:00;KN11000000256;Cash;C;0.6
2021/08/29 00:54:56.782 +02:00;KN11000000257;Reversal;D;46069.57
2021/08/29 00:54:56.782 +02:00;KN11000000258;NEFT;D;46069.57
2021/08/29 00:54:56.782 +02:00;KN11000000259;Reversal;D;107495.66
2021/08/29 00:54:56.782 +02:00;KN11000000260;Interest;D;53747.83
2021/08/29 00:54:56.782 +02:00;KN11000000261;RTGS;D;17915.94
2021/08/29 00:54:56.782 +02:00;KN11000000262;IMPS;D;71663.78
2021/08/29 00:54:56.782 +02:00;KN11000000263;Debit Card;C;44.0
2021/08/29 00:54:56.782 +02:00;KN11000000264;Bill;D;17926.95
2021/08/29 00:54:56.782 +02:00;KN11000000265;NEFT;C;193.74
2021/08/29 00:54:56.782 +02:00;KN11000000266;Debit Card;C;42941.4
2021/08/29 00:54:56.782 +02:00;KN11000000267;Purchase;C;1491531.0
2021/08/29 00:54:56.782 +02:00;KN11000000268;Cash;C;3716.5
2021/08/29 00:54:56.782 +02:00;KN11000000269;Bill;D;176907.05
2021/08/29 00:54:56.782 +02:00;KN11000000270;RTGS;D;1415256.43
2021/08/29 00:54:56.782 +02:00;KN11000000271;Debit Card;C;223474.0
2021/08/29 00:54:56.782 +02:00;KN11000000272;Commission;C;10931.0
2021/08/29 00:54:56.782 +02:00;KN11000000273;Interest;D;234405.0
2021/08/29 00:54:56.782 +02:00;KN11000000274;Transfer;C;31.0
2021/08/29 00:54:56.782 +02:00;KN11000000275;Commission;D;4.43
2021/08/29 00:54:56.782 +02:00;KN11000000276;Transfer;C;1714731.0
2021/08/29 00:54:56.782 +02:00;KN11000000277;Interest;C;3091.56
2021/08/29 00:54:56.782 +02:00;KN11000000278;Transfer;C;20652.9
2021/08/29 00:54:56.782 +02:00;KN11000000279;Transfer;C;1635.0
2021/08/29 00:54:56.782 +02:00;KN11000000280;Purchase;D;1740137.03
2021/08/29 00:54:56.782 +02:00;KN11000000281;Purchase;C;503.59
2021/08/29 00:54:56.782 +02:00;KN11000000282;Bill;D;50.36
2021/08/29 00:54:56.782 +02:00;KN11000000283;Commission;D;151.08
2021/08/29 00:54:56.782 +02:00;KN11000000284;Purchase;D;50.36
2021/08/29 00:54:56.782 +02:00;KN11000000285;Interest;D;41.97
2021/08/29 00:54:56.782 +02:00;KN11000000286;RTGS;D;29.97
2021/08/29 00:54:56.782 +02:00;KN11000000287;Bill;D;17.99
2021/08/29 00:54:56.782 +02:00;KN11000000288;RTGS;D;26.98
2021/08/29 00:54:56.782 +02:00;KN11000000289;Cheque;D;19.27
2021/08/29 00:54:56.782 +02:00;KN11000000290;Cheque;D;57.81
2021/08/29 00:54:56.782 +02:00;KN11000000291;Interest;C;4.3
2021/08/29 00:54:56.782 +02:00;KN11000000292;Cash;C;9.0
2021/08/29 00:54:56.783 +02:00;KN11000000293;Commission;C;82053.3
2021/08/29 00:54:56.783 +02:00;KN11000000294;RTGS;C;92237.06
2021/08/29 00:54:56.783 +02:00;KN11000000295;Commission;C;877120.0
2021/08/29 00:54:56.783 +02:00;KN11000000296;Tax;C;202.0
2021/08/29 00:54:56.783 +02:00;KN11000000297;ATM;C;3312.0
2021/08/29 00:54:56.783 +02:00;KN11000000298;Bill;D;150713.64
2021/08/29 00:54:56.783 +02:00;KN11000000299;NEFT;D;452140.91
2021/08/29 00:54:56.783 +02:00;KN11000000300;ATM;D;226070.46
2021/08/29 00:54:56.783 +02:00;KN11000000301;ATM;C;164.0
2021/08/29 00:54:56.783 +02:00;KN11000000302;Reversal;C;258167.8
2021/08/29 00:54:56.783 +02:00;KN11000000303;Reversal;D;48440.23
2021/08/29 00:54:56.783 +02:00;KN11000000304;NEFT;C;618.8
2021/08/29 00:54:56.783 +02:00;KN11000000305;Reversal;C;21.0
2021/08/29 00:54:56.783 +02:00;KN11000000306;Interest;C;275.74
2021/08/29 00:54:56.783 +02:00;KN11000000307;ATM;C;3574.5
2021/08/29 00:54:56.783 +02:00;KN11000000308;Commission;C;17.0
2021/08/29 00:54:56.783 +02:00;KN11000000309;Interest;D;220234.54
2021/08/29 00:54:56.783 +02:00;KN11000000310;Transfer;C;6222.32
2021/08/29 00:54:56.783 +02:00;KN11000000311;ATM;C;53.3
2021/08/29 00:54:56.783 +02:00;KN11000000312;Reversal;D;28313.77
2021/08/29 00:54:56.783 +02:00;KN11000000313;Cash;C;938633.75
2021/08/29 00:54:56.783 +02:00;KN11000000314;IMPS;C;1.4
2021/08/29 00:54:56.783 +02:00;KN11000000315;Purchase;C;2719.0
2021/08/29 00:54:56.783 +02:00;KN11000000316;NEFT;C;238647.1
2021/08/29 00:54:56.783 +02:00;KN11000000317;Debit Card;D;196885.38
2021/08/29 00:54:56.783 +02:00;KN11000000318;Debit Card;D;131256.92
2021/08/29 00:54:56.783 +02:00;KN11000000319;RTGS;C;1702770.2
2021/08/29 00:54:56.783 +02:00;KN11000000320;Cheque;D;550565.11
2021/08/29 00:54:56.783 +02:00;KN11000000321;ATM;C;1261327.8
2021/08/29 00:54:56.783 +02:00;KN11000000322;RTGS;C;1216645.5
2021/08/29 00:54:56.783 +02:00;KN11000000323;Interest;D;520025.97
2021/08/29 00:54:56.783 +02:00;KN11000000324;Transfer;D;462245.31
2021/08/29 00:54:56.783 +02:00;KN11000000325;Bill;D;410884.72
2021/08/29 00:54:56.783 +02:00;KN11000000326;Transfer;C;7.9
2021/08/29 00:54:56.783 +02:00;KN11000000327;Tax;C;377.55
2021/08/29 00:54:56.783 +02:00;KN11000000328;Miscellaneous;C;245.53
2021/08/29 00:54:56.783 +02:00;KN11000000329;ATM;D;657541.74
2021/08/29 00:54:56.783 +02:00;KN11000000330;NEFT;D;263016.7
2021/08/29 00:54:56.783 +02:00;KN11000000331;NEFT;C;51.1
2021/08/29 00:54:56.783 +02:00;KN11000000332;Bill;D;789067.12
2021/08/29 00:54:56.783 +02:00;KN11000000333;Purchase;D;789067.13
2021/08/29 00:54:56.783 +02:00;KN11000000334;RTGS;C;1384.35
2021/08/29 00:54:56.783 +02:00;KN11000000335;Transfer;D;98806.43
2021/08/29 00:54:56.783 +02:00;KN11000000336;Interest;D;98806.43
2021/08/29 00:54:56.783 +02:00;KN11000000337;NEFT;D;592838.61
2021/08/29 00:54:56.783 +02:00;KN11000000338;RTGS;C;0.72
2021/08/29 00:54:56.783 +02:00;KN11000000339;Transfer;C;3.33
2021/08/29 00:54:56.783 +02:00;KN11000000340;Reversal;D;1.35
2021/08/29 00:54:56.783 +02:00;KN11000000341;Bill;D;1.35
2021/08/29 00:54:56.783 +02:00;KN11000000342;Interest;D;0.23
2021/08/29 00:54:56.783 +02:00;KN11000000343;Reversal;C;922.0
2021/08/29 00:54:56.783 +02:00;KN11000000344;Commission;C;1858278.0
2021/08/29 00:54:56.783 +02:00;KN11000000345;Interest;C;277.0
2021/08/29 00:54:56.783 +02:00;KN11000000346;Interest;D;619826.04
2021/08/29 00:54:56.783 +02:00;KN11000000347;Transfer;C;340.9
2021/08/29 00:54:56.783 +02:00;KN11000000348;Transfer;C;1892.78
2021/08/29 00:54:56.783 +02:00;KN11000000349;Bill;D;248377.15
2021/08/29 00:54:56.783 +02:00;KN11000000350;NEFT;D;198701.72
2021/08/29 00:54:56.783 +02:00;KN11000000351;Cheque;D;88311.88
2021/08/29 00:54:56.783 +02:00;KN11000000352;Transfer;C;9815.44
2021/08/29 00:54:56.783 +02:00;KN11000000353;Cheque;C;723495.75
2021/08/29 00:54:56.783 +02:00;KN11000000354;ATM;D;143980.62
2021/08/29 00:54:56.783 +02:00;KN11000000355;Bill;C;6.5
2021/08/29 00:54:56.783 +02:00;KN11000000356;NEFT;C;347.0
2021/08/29 00:54:56.783 +02:00;KN11000000357;Tax;C;12657.4
2021/08/29 00:54:56.784 +02:00;KN11000000358;Interest;C;220259.06
2021/08/29 00:54:56.784 +02:00;KN11000000359;RTGS;D;382273.89
2021/08/29 00:54:56.784 +02:00;KN11000000360;NEFT;C;167.5
2021/08/29 00:54:56.784 +02:00;KN11000000361;Cheque;D;573494.58
