txn_date;account_no;customer_id;account_type;opening_balance;closing_balance
2021/08/29 00:00:00.000;KN11000008615;CA7402;Saving;202900.03;405800.06
2021/08/29 00:00:00.000;KN11000008714;CA7402;Saving;4098.7;8197.4
2021/08/29 00:00:00.000;KN11000008813;CA7402;Saving;3.0;6.0
2021/08/29 00:00:00.000;KN11000008912;CA7402;Saving;1357968.0;2715936.0
2021/08/29 00:00:00.000;KN11000009011;CA7402;Saving;1744521.25;3489042.5
2021/08/29 00:00:00.000;KN11000009110;CA7402;Saving;1.71;3.42
2021/08/29 00:00:00.000;KN11000009209;CA7402;Saving;7186.25;0.0
2021/08/29 00:00:00.000;KN11000009308;CA7402;Saving;15825.0;31650.0
2021/08/29 00:00:00.000;KN11000009407;CA7402;Saving;7689.37;0.0
2021/08/29 00:00:00.000;KN11000009506;CA7402;Saving;6801.0;13602.0
2021/08/29 00:00:00.000;KN11000009605;CA7402;Saving;66820.65;0.0
2021/08/29 00:00:00.000;KN11000009704;CA7402;Saving;15206.51;0.0
2021/08/29 00:00:00.000;KN11000009803;CA7402;Saving;76583.92;0.0
2021/08/29 00:00:00.000;KN11000009902;CA7402;Saving;513.43;1026.86
2021/08/29 00:00:00.000;KN11000000003;CA7403;Current;41.0;82.0
2021/08/29 00:00:00.000;KN11000000102;CA7403;Current;66624.57;0.0
2021/08/29 00:00:00.000;KN11000000201;CA7403;Current;74038.72;148077.44
2021/08/29 00:00:00.000;KN11000000300;CA7403;Current;226070.46;0.0
2021/08/29 00:00:00.000;KN11000000399;CA7403;Current;1513966.0;3027932.0
2021/08/29 00:00:00.000;KN11000000498;CA7403;Current;306188.49;0.0
2021/08/29 00:00:00.000;KN11000000597;CA7403;Current;486.0;972.0
2021/08/29 00:00:00.000;KN11000000696;CA7403;Current;164.0;328.0
2021/08/29 00:00:00.000;KN11000000795;CA7403;Current;1936.06;0.0
2021/08/29 00:00:00.000;KN11000000894;CA7403;Current;7136.25;0.0
2021/08/29 00:00:00.000;KN11000000993;CA7403;Current;40912.66;0.0
2021/08/29 00:00:00.000;KN11000001092;CA7403;Current;3.7;7.4
2021/08/29 00:00:00.000;KN11000001191;CA7403;Current;1040766.13;0.0
2021/08/29 00:00:00.000;KN11000001290;CA7403;Current;1.7;3.4
2021/08/29 00:00:00.000;KN11000001389;CA7403;Current;0.11;0.22
2021/08/29 00:00:00.000;KN11000001488;CA7403;Current;41.0;82.0
2021/08/29 00:00:00.000;KN11000001587;CA7403;Current;1551561.2;3103122.4
2021/08/29 00:00:00.000;KN11000001686;CA7403;Current;14154.98;0.0
2021/08/29 00:00:00.000;KN11000001785;CA7403;Current;3870.0;7740.0
2021/08/29 00:00:00.000;KN11000001884;CA7403;Current;1722371.8;0.0
2021/08/29 00:00:00.000;KN11000001983;CA7403;Current;47946.28;95892.56
2021/08/29 00:00:00.000;KN11000002082;CA7403;Saving;193654.52;0.0
2021/08/29 00:00:00.000;KN11000002181;CA7403;Saving;16.27;0.0
2021/08/29 00:00:00.000;KN11000002280;CA7403;Saving;12991.46;0.0
2021/08/29 00:00:00.000;KN11000002379;CA7403;Saving;135552.99;0.0
2021/08/29 00:00:00.000;KN11000002478;CA7403;Saving;21388.0;42776.0
2021/08/29 00:00:00.000;KN11000002577;CA7403;Saving;17.44;34.88
2021/08/29 00:00:00.000;KN11000002676;CA7403;Saving;333386.22;0.0
2021/08/29 00:00:00.000;KN11000002775;CA7403;Saving;4641.07;9282.14
2021/08/29 00:00:00.000;KN11000002874;CA7403;Saving;346.2;692.4
2021/08/29 00:00:00.000;KN11000002973;CA7403;Saving;87.0;174.0
2021/08/29 00:00:00.000;KN11000003072;CA7403;Saving;192513.85;0.0
2021/08/29 00:00:00.000;KN11000003171;CA7403;Saving;17392.46;0.0
2021/08/29 00:00:00.000;KN11000003270;CA7403;Saving;46.28;0.0
2021/08/29 00:00:00.000;KN11000003369;CA7403;Saving;84542.67;0.0
2021/08/29 00:00:00.000;KN11000003468;CA7403;Saving;37.58;0.0
2021/08/29 00:00:00.000;KN11000003567;CA7403;Saving;473.0;946.0
2021/08/29 00:00:00.000;KN11000003666;CA7403;Saving;108144.54;0.0
2021/08/29 00:00:00.000;KN11000003765;CA7403;Saving;64984.38;0.0
2021/08/29 00:00:00.000;KN11000003864;CA7403;Saving;7599.0;15198.0
2021/08/29 00:00:00.000;KN11000003963;CA7403;Saving;16481.49;32962.98
2021/08/29 00:00:00.000;KN11000004062;CA7403;Saving;146028.98;0.0
2021/08/29 00:00:00.000;KN11000004161;CA7403;Saving;3389.43;0.0
2021/08/29 00:00:00.000;KN11000004260;CA7403;Saving;11055.53;0.0
2021/08/29 00:00:00.000;KN11000004359;CA7403;Saving;306.0;612.0
2021/08/29 00:00:00.000;KN11000004458;CA7403;Saving;56.3;112.6
2021/08/29 00:00:00.000;KN11000004557;CA7403;Saving;61094.23;0.0
2021/08/29 00:00:00.000;KN11000004656;CA7403;Saving;25860.14;0.0
2021/08/29 00:00:00.000;KN11000004755;CA7403;Saving;0.3;0.6
2021/08/29 00:00:00.000;KN11000004854;CA7403;Saving;201293.98;0.0
2021/08/29 00:00:00.000;KN11000004953;CA7403;Saving;1221.0;2442.0
2021/08/29 00:00:00.000;KN11000005052;CA7403;Saving;23914.0;47828.0
2021/08/29 00:00:00.000;KN11000005151;CA7403;Saving;125219.28;250438.56
2021/08/29 00:00:00.000;KN11000005250;CA7403;Saving;37859.17;0.0
2021/08/29 00:00:00.000;KN11000005349;CA7403;Saving;461.69;923.38
2021/08/29 00:00:00.000;KN11000005448;CA7403;Saving;2320.0;4640.0
2021/08/29 00:00:00.000;KN11000005547;CA7403;Saving;196301.65;0.0
2021/08/29 00:00:00.000;KN11000005646;CA7403;Saving;195556.81;391113.62
2021/08/29 00:00:00.000;KN11000005745;CA7403;Saving;1910.23;0.0
2021/08/29 00:00:00.000;KN11000005844;CA7403;Saving;389.09;0.0
2021/08/29 00:00:00.000;KN11000005943;CA7403;Saving;536.5;1073.0
2021/08/29 00:00:00.000;KN11000006042;CA7403;Saving;1274743.5;2549487.0
2021/08/29 00:00:00.000;KN11000006141;CA7403;Saving;210702.8;0.0
2021/08/29 00:00:00.000;KN11000006240;CA7403;Saving;31951.72;0.0
2021/08/29 00:00:00.000;KN11000006339;CA7403;Saving;162249.48;0.0
2021/08/29 00:00:00.000;KN11000006438;CA7403;Saving;209037.1;418074.2
2021/08/29 00:00:00.000;KN11000006537;CA7403;Saving;271.14;542.28
2021/08/29 00:00:00.000;KN11000006636;CA7403;Saving;9303.7;0.0
2021/08/29 00:00:00.000;KN11000006735;CA7403;Saving;3.0;6.0
2021/08/29 00:00:00.000;KN11000006834;CA7403;Saving;52.0;104.0
2021/08/29 00:00:00.000;KN11000006933;CA7403;Saving;248519.85;0.0
2021/08/29 00:00:00.000;KN11000007032;CA7403;Saving;6388.97;12777.94
2021/08/29 00:00:00.000;KN11000007131;CA7403;Saving;42.0;84.0
2021/08/29 00:00:00.000;KN11000007230;CA7403;Saving;534.1;1068.2
2021/08/29 00:00:00.000;KN11000007329;CA7403;Saving;5567.27;0.0
2021/08/29 00:00:00.000;KN11000007428;CA7403;Saving;15167.0;30334.0
2021/08/29 00:00:00.000;KN11000007527;CA7403;Saving;2.0;4.0
2021/08/29 00:00:00.000;KN11000007626;CA7403;Saving;299981.22;0.0
2021/08/29 00:00:00.000;KN11000007725;CA7403;Saving;5.0;10.0
2021/08/29 00:00:00.000;KN11000007824;CA7403;Saving;443802.23;0.0
2021/08/29 00:00:00.000;KN11000007923;CA7403;Saving;2764.2;5528.4
2021/08/29 00:00:00.000;KN11000008022;CA7403;Saving;205566.66;0.0
2021/08/29 00:00:00.000;KN11000008121;CA7403;Saving;25933.42;0.0
2021/08/29 00:00:00.000;KN11000008220;CA7403;Saving;48077.71;0.0
2021/08/29 00:00:00.000;KN11000008319;CA7403;Saving;591.94;1183.88
2021/08/29 00:00:00.000;KN11000008418;CA7403;Saving;1186616.46;0.0
2021/08/29 00:00:00.000;KN11000008517;CA7403;Saving;125517.77;0.0
2021/08/29 00:00:00.000;KN11000008616;CA7403;Saving;441666.31;0.0
2021/08/29 00:00:00.000;KN11000008715;CA7403;Saving;2.0;4.0
2021/08/29 00:00:00.000;KN11000008814;CA7403;Saving;292425.6;0.0
2021/08/29 00:00:00.000;KN11000008913;CA7403;Saving;420.0;840.0
2021/08/29 00:00:00.000;KN11000009012;CA7403;Saving;874001.68;0.0
2021/08/29 00:00:00.000;KN11000009111;CA7403;Saving;2272.9;4545.8
2021/08/29 00:00:00.000;KN11000009210;CA7403;Saving;898.28;0.0
2021/08/29 00:00:00.000;KN11000009309;CA7403;Saving;2229.4;4458.8
2021/08/29 00:00:00.000;KN11000009408;CA7403;Saving;49316.0;98632.0
2021/08/29 00:00:00.000;KN11000009507;CA7403;Saving;5.6;11.2
2021/08/29 00:00:00.000;KN11000009606;CA7403;Saving;33410.33;0.0
2021/08/29 00:00:00.000;KN11000009705;CA7403;Saving;288.16;576.32
2021/08/29 00:00:00.000;KN11000009804;CA7403;Saving;233.65;467.3
2021/08/29 00:00:00.000;KN11000009903;CA7403;Saving;128.36;0.0
2021/08/29 00:00:00.000;KN11000000004;CA7404;Current;50.0;100.0
2021/08/29 00:00:00.000;KN11000000103;CA7404;Current;16267.0;32534.0
2021/08/29 00:00:00.000;KN11000000202;CA7404;Current;172142.67;0.0
2021/08/29 00:00:00.000;KN11000000301;CA7404;Current;164.0;328.0
2021/08/29 00:00:00.000;KN11000000400;CA7404;Current;412.0;824.0
2021/08/29 00:00:00.000;KN11000000499;CA7404;Current;7.0;14.0
2021/08/29 00:00:00.000;KN11000000598;CA7404;Current;132780.5;265561.0
2021/08/29 00:00:00.000;KN11000000697;CA7404;Current;2648.0;5296.0
2021/08/29 00:00:00.000;KN11000000796;CA7404;Current;2323.27;0.0
2021/08/29 00:00:00.000;KN11000000895;CA7404;Current;2676.09;0.0
2021/08/29 00:00:00.000;KN11000000994;CA7404;Current;46757.33;0.0
2021/08/29 00:00:00.000;KN11000001093;CA7404;Current;735.26;1470.52
2021/08/29 00:00:00.000;KN11000001192;CA7404;Current;2245.03;4490.06
2021/08/29 00:00:00.000;KN11000001291;CA7404;Current;61.0;122.0
2021/08/29 00:00:00.000;KN11000001390;CA7404;Current;22926.0;45852.0
2021/08/29 00:00:00.000;KN11000001489;CA7404;Current;75133.37;0.0
2021/08/29 00:00:00.000;KN11000001588;CA7404;Current;229423.86;0.0
2021/08/29 00:00:00.000;KN11000001687;CA7404;Current;6.0;12.0
2021/08/29 00:00:00.000;KN11000001786;CA7404;Current;329973.98;0.0
2021/08/29 00:00:00.000;KN11000001885;CA7404;Current;215296.48;0.0
2021/08/29 00:00:00.000;KN11000001984;CA7404;Current;11764.0;23528.0
2021/08/29 00:00:00.000;KN11000002083;CA7404;Saving;63.0;126.0
2021/08/29 00:00:00.000;KN11000002182;CA7404;Saving;3.25;0.0
2021/08/29 00:00:00.000;KN11000002281;CA7404;Saving;19487.19;0.0
2021/08/29 00:00:00.000;KN11000002380;CA7404;Saving;203329.49;0.0
2021/08/29 00:00:00.000;KN11000002479;CA7404;Saving;55159.63;0.0
2021/08/29 00:00:00.000;KN11000002578;CA7404;Saving;31955.09;0.0
2021/08/29 00:00:00.000;KN11000002677;CA7404;Saving;41673.28;0.0
2021/08/29 00:00:00.000;KN11000002776;CA7404;Saving;116865.39;0.0
2021/08/29 00:00:00.000;KN11000002875;CA7404;Saving;706382.69;0.0
2021/08/29 00:00:00.000;KN11000002974;CA7404;Saving;1926258.0;3852516.0
2021/08/29 00:00:00.000;KN11000003073;CA7404;Saving;3.0;6.0
2021/08/29 00:00:00.000;KN11000003172;CA7404;Saving;189888.9;379777.8
2021/08/29 00:00:00.000;KN11000003271;CA7404;Saving;54511.0;109022.0
2021/08/29 00:00:00.000;KN11000003370;CA7404;Saving;17153.0;34306.0
2021/08/29 00:00:00.000;KN11000003469;CA7404;Saving;300.62;0.0
2021/08/29 00:00:00.000;KN11000003568;CA7404;Saving;7.0;14.0
2021/08/29 00:00:00.000;KN11000003667;CA7404;Saving;48064.24;0.0
2021/08/29 00:00:00.000;KN11000003766;CA7404;Saving;6434.82;12869.64
2021/08/29 00:00:00.000;KN11000003865;CA7404;Saving;2.4;4.8
2021/08/29 00:00:00.000;KN11000003964;CA7404;Saving;78077.0;156154.0
2021/08/29 00:00:00.000;KN11000004063;CA7404;Saving;1168231.86;0.0
2021/08/29 00:00:00.000;KN11000004162;CA7404;Saving;3389.42;0.0
2021/08/29 00:00:00.000;KN11000004261;CA7404;Saving;12634.9;0.0
2021/08/29 00:00:00.000;KN11000004360;CA7404;Saving;194521.0;389042.0
