DateTime;account_no;Description;credit_debit_ind;txn_amount
2021/08/29 00:54:56.861 +02:00;KN11000002046;Purchase;C;55418.5
2021/08/29 00:54:56.861 +02:00;KN11000002047;Bill;D;24294.0
2021/08/29 00:54:56.861 +02:00;KN11000002048;Reversal;D;5398.67
2021/08/29 00:54:56.861 +02:00;KN11000002049;Miscellaneous;C;1420831.8
2021/08/29 00:54:56.861 +02:00;KN11000002050;Cheque;D;209145.87
2021/08/29 00:54:56.861 +02:00;KN11000002051;Cheque;C;19.8
2021/08/29 00:54:56.861 +02:00;KN11000002052;NEFT;C;394.0
2021/08/29 00:54:56.861 +02:00;KN11000002053;Debit Card;D;209214.84
2021/08/29 00:54:56.861 +02:00;KN11000002054;IMPS;C;0.72
2021/08/29 00:54:56.861 +02:00;KN11000002055;Miscellaneous;C;3026.45
2021/08/29 00:54:56.865 +02:00;KN11000002056;ATM;D;104910.14
2021/08/29 00:54:56.866 +02:00;KN11000002057;Debit Card;C;4076.57
2021/08/29 00:54:56.867 +02:00;KN11000002058;Interest;D;948267.81
2021/08/29 00:54:56.867 +02:00;KN11000002059;Miscellaneous;C;895883.0
2021/08/29 00:54:56.867 +02:00;KN11000002060;Miscellaneous;D;895883.0
2021/08/29 00:54:56.867 +02:00;KN11000002061;IMPS;C;273.6
2021/08/29 00:54:56.867 +02:00;KN11000002062;Cheque;C;421.5
2021/08/29 00:54:56.867 +02:00;KN11000002063;IMPS;C;452.6
2021/08/29 00:54:56.867 +02:00;KN11000002064;Debit Card;C;108416.0
2021/08/29 00:54:56.867 +02:00;KN11000002065;Cheque;D;0.0
2021/08/29 00:54:56.867 +02:00;KN11000002066;Cheque;D;0.0
2021/08/29 00:54:56.867 +02:00;KN11000002067;Cheque;D;15651.96
2021/08/29 00:54:56.867 +02:00;KN11000002068;Cheque;D;31303.91
2021/08/29 00:54:56.867 +02:00;KN11000002069;ATM;C;726.0
2021/08/29 00:54:56.867 +02:00;KN11000002070;Reversal;D;7037.09
2021/08/29 00:54:56.867 +02:00;KN11000002071;Cash;C;988.8
2021/08/29 00:54:56.867 +02:00;KN11000002072;NEFT;C;1.8
2021/08/29 00:54:56.867 +02:00;KN11000002073;Reversal;C;4043.35
2021/08/29 00:54:56.867 +02:00;KN11000002074;Interest;D;7666.34
2021/08/29 00:54:56.867 +02:00;KN11000002075;RTGS;D;26832.18
2021/08/29 00:54:56.867 +02:00;KN11000002076;Reversal;D;2683.22
2021/08/29 00:54:56.867 +02:00;KN11000002077;Purchase;C;19.64
2021/08/29 00:54:56.867 +02:00;KN11000002078;ATM;D;2416.86
2021/08/29 00:54:56.868 +02:00;KN11000002079;Interest;D;2416.86
2021/08/29 00:54:56.868 +02:00;KN11000002080;NEFT;C;1074028.0
2021/08/29 00:54:56.868 +02:00;KN11000002081;Cheque;C;649527.8
2021/08/29 00:54:56.868 +02:00;KN11000002082;Commission;D;193654.52
2021/08/29 00:54:56.868 +02:00;KN11000002083;RTGS;C;63.0
2021/08/29 00:54:56.868 +02:00;KN11000002084;Purchase;D;154929.92
2021/08/29 00:54:56.868 +02:00;KN11000002085;Bill;C;8.0
2021/08/29 00:54:56.868 +02:00;KN11000002086;Tax;D;348594.31
2021/08/29 00:54:56.868 +02:00;KN11000002087;IMPS;D;522891.47
2021/08/29 00:54:56.868 +02:00;KN11000002088;Cheque;D;74698.78
2021/08/29 00:54:56.868 +02:00;KN11000002089;RTGS;D;64027.53
2021/08/29 00:54:56.868 +02:00;KN11000002090;Tax;C;28074.1
2021/08/29 00:54:56.868 +02:00;KN11000002091;Interest;D;51529.91
2021/08/29 00:54:56.868 +02:00;KN11000002092;Commission;D;120236.45
2021/08/29 00:54:56.868 +02:00;KN11000002093;Bill;D;40078.82
2021/08/29 00:54:56.868 +02:00;KN11000002094;ATM;D;50098.52
2021/08/29 00:54:56.868 +02:00;KN11000002095;Cash;C;3078.0
2021/08/29 00:54:56.868 +02:00;KN11000002096;Transfer;D;30674.71
2021/08/29 00:54:56.868 +02:00;KN11000002097;Cheque;C;0.83
2021/08/29 00:54:56.868 +02:00;KN11000002098;Interest;D;13633.3
2021/08/29 00:54:56.868 +02:00;KN11000002099;Miscellaneous;C;140.4
2021/08/29 00:54:56.868 +02:00;KN11000002100;RTGS;C;635.6
2021/08/29 00:54:56.868 +02:00;KN11000002101;IMPS;C;5.0
2021/08/29 00:54:56.868 +02:00;KN11000002102;Cheque;C;15643.0
2021/08/29 00:54:56.868 +02:00;KN11000002103;IMPS;D;62745.19
2021/08/29 00:54:56.869 +02:00;KN11000002104;Cash;C;5.36
2021/08/29 00:54:56.869 +02:00;KN11000002105;Cheque;D;7843.82
2021/08/29 00:54:56.869 +02:00;KN11000002106;Miscellaneous;D;27453.37
2021/08/29 00:54:56.869 +02:00;KN11000002107;NEFT;D;5490.67
2021/08/29 00:54:56.869 +02:00;KN11000002108;Tax;C;489721.0
2021/08/29 00:54:56.869 +02:00;KN11000002109;Bill;D;51168.37
2021/08/29 00:54:56.869 +02:00;KN11000002110;Purchase;D;65787.9
2021/08/29 00:54:56.869 +02:00;KN11000002111;Reversal;D;43858.6
2021/08/29 00:54:56.869 +02:00;KN11000002112;ATM;C;143368.5
2021/08/29 00:54:56.869 +02:00;KN11000002113;Debit Card;C;19535.8
2021/08/29 00:54:56.869 +02:00;KN11000002114;ATM;C;0.82
2021/08/29 00:54:56.869 +02:00;KN11000002115;Transfer;C;2674.04
2021/08/29 00:54:56.869 +02:00;KN11000002116;Interest;C;69157.9
2021/08/29 00:54:56.869 +02:00;KN11000002117;Purchase;C;5.0
2021/08/29 00:54:56.869 +02:00;KN11000002118;Cash;C;35.13
2021/08/29 00:54:56.869 +02:00;KN11000002119;Miscellaneous;D;585646.01
2021/08/29 00:54:56.869 +02:00;KN11000002120;ATM;C;31.4
2021/08/29 00:54:56.869 +02:00;KN11000002121;Reversal;C;42.1
2021/08/29 00:54:56.869 +02:00;KN11000002122;Commission;D;14.7
2021/08/29 00:54:56.869 +02:00;KN11000002123;Interest;D;14.7
2021/08/29 00:54:56.869 +02:00;KN11000002124;NEFT;D;14.7
2021/08/29 00:54:56.869 +02:00;KN11000002125;Bill;C;61.42
2021/08/29 00:54:56.869 +02:00;KN11000002126;Purchase;D;9.08
2021/08/29 00:54:56.870 +02:00;KN11000002127;Commission;C;2440.0
2021/08/29 00:54:56.870 +02:00;KN11000002128;Interest;D;1260.87
2021/08/29 00:54:56.870 +02:00;KN11000002129;IMPS;C;1297628.0
2021/08/29 00:54:56.870 +02:00;KN11000002130;Cash;C;2.0
2021/08/29 00:54:56.870 +02:00;KN11000002131;NEFT;D;432963.62
2021/08/29 00:54:56.870 +02:00;KN11000002132;Debit Card;C;308.0
2021/08/29 00:54:56.870 +02:00;KN11000002133;IMPS;D;144372.54
2021/08/29 00:54:56.870 +02:00;KN11000002134;Cheque;C;252645.56
2021/08/29 00:54:56.870 +02:00;KN11000002135;Commission;D;487254.14
2021/08/29 00:54:56.870 +02:00;KN11000002136;ATM;C;257.63
2021/08/29 00:54:56.870 +02:00;KN11000002137;Reversal;D;487511.77
2021/08/29 00:54:56.870 +02:00;KN11000002138;Commission;C;1499015.5
2021/08/29 00:54:56.870 +02:00;KN11000002139;Interest;C;792455.0
2021/08/29 00:54:56.870 +02:00;KN11000002140;RTGS;D;286433.81
2021/08/29 00:54:56.870 +02:00;KN11000002141;Tax;C;562644.75
2021/08/29 00:54:56.870 +02:00;KN11000002142;RTGS;D;256768.14
2021/08/29 00:54:56.870 +02:00;KN11000002143;Interest;D;231091.33
2021/08/29 00:54:56.870 +02:00;KN11000002144;RTGS;C;336.0
2021/08/29 00:54:56.870 +02:00;KN11000002145;Reversal;D;346693.0
2021/08/29 00:54:56.870 +02:00;KN11000002146;Reversal;C;70755.7
2021/08/29 00:54:56.870 +02:00;KN11000002147;Cash;C;122285.25
2021/08/29 00:54:56.870 +02:00;KN11000002148;Purchase;C;16844.1
2021/08/29 00:54:56.870 +02:00;KN11000002149;Commission;D;971675.02
2021/08/29 00:54:56.870 +02:00;KN11000002150;IMPS;D;971675.02
2021/08/29 00:54:56.870 +02:00;KN11000002151;Purchase;C;821424.2
2021/08/29 00:54:56.870 +02:00;KN11000002152;IMPS;D;821424.2
2021/08/29 00:54:56.870 +02:00;KN11000002153;Debit Card;C;5.0
2021/08/29 00:54:56.870 +02:00;KN11000002154;Cheque;C;177318.0
2021/08/29 00:54:56.870 +02:00;KN11000002155;Commission;C;6.15
2021/08/29 00:54:56.870 +02:00;KN11000002156;Cheque;D;17732.92
2021/08/29 00:54:56.870 +02:00;KN11000002157;Transfer;C;14592.0
2021/08/29 00:54:56.870 +02:00;KN11000002158;Tax;D;29031.37
2021/08/29 00:54:56.870 +02:00;KN11000002159;IMPS;D;24192.81
2021/08/29 00:54:56.870 +02:00;KN11000002160;Debit Card;D;30241.01
2021/08/29 00:54:56.870 +02:00;KN11000002161;Tax;C;167.0
2021/08/29 00:54:56.871 +02:00;KN11000002162;Reversal;C;7.0
2021/08/29 00:54:56.871 +02:00;KN11000002163;Reversal;D;30299.01
2021/08/29 00:54:56.871 +02:00;KN11000002164;Commission;D;15149.51
2021/08/29 00:54:56.871 +02:00;KN11000002165;Transfer;C;3384.0
2021/08/29 00:54:56.871 +02:00;KN11000002166;Bill;D;48832.52
2021/08/29 00:54:56.871 +02:00;KN11000002167;Bill;C;3691.49
2021/08/29 00:54:56.871 +02:00;KN11000002168;Cash;D;738.3
2021/08/29 00:54:56.871 +02:00;KN11000002169;Commission;D;328.13
2021/08/29 00:54:56.871 +02:00;KN11000002170;Cheque;D;875.02
2021/08/29 00:54:56.871 +02:00;KN11000002171;Bill;C;5.0
2021/08/29 00:54:56.871 +02:00;KN11000002172;Miscellaneous;C;15.0
2021/08/29 00:54:56.871 +02:00;KN11000002173;Bill;C;0.68
2021/08/29 00:54:56.871 +02:00;KN11000002174;Bill;C;995802.0
2021/08/29 00:54:56.871 +02:00;KN11000002175;Debit Card;C;0.4
2021/08/29 00:54:56.871 +02:00;KN11000002176;Interest;D;166262.19
2021/08/29 00:54:56.871 +02:00;KN11000002177;Transfer;D;118758.7
2021/08/29 00:54:56.871 +02:00;KN11000002178;Tax;D;712552.23
2021/08/29 00:54:56.871 +02:00;KN11000002179;IMPS;C;61.0
2021/08/29 00:54:56.871 +02:00;KN11000002180;Commission;D;12.2
2021/08/29 00:54:56.871 +02:00;KN11000002181;Cheque;D;16.27
2021/08/29 00:54:56.871 +02:00;KN11000002182;NEFT;D;3.25
2021/08/29 00:54:56.872 +02:00;KN11000002183;Interest;D;3.66
2021/08/29 00:54:56.872 +02:00;KN11000002184;ATM;D;12.81
2021/08/29 00:54:56.872 +02:00;KN11000002185;Transfer;C;1391.0
2021/08/29 00:54:56.872 +02:00;KN11000002186;Cheque;C;46033.0
2021/08/29 00:54:56.872 +02:00;KN11000002187;Tax;C;1894891.25
2021/08/29 00:54:56.872 +02:00;KN11000002188;Miscellaneous;D;194232.81
2021/08/29 00:54:56.872 +02:00;KN11000002189;Tax;C;3193.0
2021/08/29 00:54:56.872 +02:00;KN11000002190;RTGS;C;2881.0
2021/08/29 00:54:56.872 +02:00;KN11000002191;Interest;D;438542.31
2021/08/29 00:54:56.872 +02:00;KN11000002192;Cheque;C;46.62
2021/08/29 00:54:56.872 +02:00;KN11000002193;Reversal;D;131567.36
2021/08/29 00:54:56.872 +02:00;KN11000002194;Interest;D;197351.03
2021/08/29 00:54:56.872 +02:00;KN11000002195;Cash;D;493377.59
2021/08/29 00:54:56.872 +02:00;KN11000002196;NEFT;C;33561.38
2021/08/29 00:54:56.872 +02:00;KN11000002197;Cheque;D;263469.48
2021/08/29 00:54:56.872 +02:00;KN11000002198;Purchase;C;3.7
2021/08/29 00:54:56.872 +02:00;KN11000002199;Purchase;C;440.79
2021/08/29 00:54:56.872 +02:00;KN11000002200;Tax;C;170.49
2021/08/29 00:54:56.872 +02:00;KN11000002201;Commission;C;23468.0
2021/08/29 00:54:56.872 +02:00;KN11000002202;RTGS;C;205.0
2021/08/29 00:54:56.872 +02:00;KN11000002203;Tax;C;218582.91
2021/08/29 00:54:56.872 +02:00;KN11000002204;Miscellaneous;C;15266.0
2021/08/29 00:54:56.872 +02:00;KN11000002205;Debit Card;C;509.01
2021/08/29 00:54:56.872 +02:00;KN11000002206;Interest;C;134.1
2021/08/29 00:54:56.872 +02:00;KN11000002207;Interest;D;74607.07
2021/08/29 00:54:56.872 +02:00;KN11000002208;Reversal;D;223821.21
2021/08/29 00:54:56.872 +02:00;KN11000002209;IMPS;D;223821.2
2021/08/29 00:54:56.872 +02:00;KN11000002210;IMPS;C;112.61
2021/08/29 00:54:56.872 +02:00;KN11000002211;Tax;D;112.61
2021/08/29 00:54:56.872 +02:00;KN11000002212;Debit Card;C;395.0
2021/08/29 00:54:56.872 +02:00;KN11000002213;Cheque;D;43.89
2021/08/29 00:54:56.872 +02:00;KN11000002214;Reversal;D;58.52
2021/08/29 00:54:56.872 +02:00;KN11000002215;RTGS;D;29.26
2021/08/29 00:54:56.872 +02:00;KN11000002216;Bill;D;52.67
2021/08/29 00:54:56.872 +02:00;KN11000002217;NEFT;C;4.5
2021/08/29 00:54:56.872 +02:00;KN11000002218;Tax;D;26.9
2021/08/29 00:54:56.872 +02:00;KN11000002219;Cheque;C;237.84
2021/08/29 00:54:56.872 +02:00;KN11000002220;Tax;C;44.71
2021/08/29 00:54:56.872 +02:00;KN11000002221;NEFT;D;58.85
2021/08/29 00:54:56.872 +02:00;KN11000002222;Tax;C;1256.0
2021/08/29 00:54:56.872 +02:00;KN11000002223;Commission;D;833.98
2021/08/29 00:54:56.873 +02:00;KN11000002224;Cheque;D;833.98
2021/08/29 00:54:56.873 +02:00;KN11000002225;Purchase;C;3.0
2021/08/29 00:54:56.873 +02:00;KN11000002226;Reversal;D;0.3
2021/08/29 00:54:56.873 +02:00;KN11000002227;Tax;D;0.34
2021/08/29 00:54:56.873 +02:00;KN11000002228;NEFT;D;0.3
2021/08/29 00:54:56.873 +02:00;KN11000002229;NEFT;D;1.03
2021/08/29 00:54:56.873 +02:00;KN11000002230;Purchase;C;2029620.0
2021/08/29 00:54:56.873 +02:00;KN11000002231;ATM;D;338270.17
2021/08/29 00:54:56.873 +02:00;KN11000002232;Reversal;C;27179.0
2021/08/29 00:54:56.873 +02:00;KN11000002233;RTGS;C;3.8
2021/08/29 00:54:56.873 +02:00;KN11000002234;Reversal;D;1718533.66
2021/08/29 00:54:56.873 +02:00;KN11000002235;Bill;C;1865295.2
2021/08/29 00:54:56.873 +02:00;KN11000002236;Cheque;D;932647.6
2021/08/29 00:54:56.873 +02:00;KN11000002237;Transfer;D;466323.8
2021/08/29 00:54:56.873 +02:00;KN11000002238;Tax;D;116580.95
2021/08/29 00:54:56.874 +02:00;KN11000002239;Cash;D;43717.86
2021/08/29 00:54:56.874 +02:00;KN11000002240;Purchase;D;30602.5
2021/08/29 00:54:56.874 +02:00;KN11000002241;Bill;D;55084.5
2021/08/29 00:54:56.874 +02:00;KN11000002242;Tax;D;36723.0
2021/08/29 00:54:56.874 +02:00;KN11000002243;Cheque;D;61205.0
2021/08/29 00:54:56.874 +02:00;KN11000002244;RTGS;C;72977.9
2021/08/29 00:54:56.874 +02:00;KN11000002245;Tax;C;20679.54
2021/08/29 00:54:56.874 +02:00;KN11000002246;Reversal;D;30866.78
2021/08/29 00:54:56.874 +02:00;KN11000002247;IMPS;D;23150.08
2021/08/29 00:54:56.874 +02:00;KN11000002248;ATM;D;18005.62
2021/08/29 00:54:56.874 +02:00;KN11000002249;Bill;D;144044.95
2021/08/29 00:54:56.874 +02:00;KN11000002250;Purchase;C;53.0
2021/08/29 00:54:56.874 +02:00;KN11000002251;Interest;D;17.67
2021/08/29 00:54:56.874 +02:00;KN11000002252;Transfer;D;35.33
2021/08/29 00:54:56.874 +02:00;KN11000002253;Purchase;C;4071.1
2021/08/29 00:54:56.874 +02:00;KN11000002254;Cheque;C;16598.8
2021/08/29 00:54:56.874 +02:00;KN11000002255;ATM;C;44.9
2021/08/29 00:54:56.874 +02:00;KN11000002256;Cheque;C;2852.0
2021/08/29 00:54:56.874 +02:00;KN11000002257;Purchase;C;26407.47
2021/08/29 00:54:56.874 +02:00;KN11000002258;Transfer;C;51.0
2021/08/29 00:54:56.874 +02:00;KN11000002259;Cash;C;321.14
2021/08/29 00:54:56.874 +02:00;KN11000002260;Purchase;D;5594.05
2021/08/29 00:54:56.874 +02:00;KN11000002261;IMPS;D;4972.48
2021/08/29 00:54:56.874 +02:00;KN11000002262;IMPS;D;9944.97
2021/08/29 00:54:56.874 +02:00;KN11000002263;RTGS;C;7.2
2021/08/29 00:54:56.874 +02:00;KN11000002264;Bill;C;5.71
2021/08/29 00:54:56.874 +02:00;KN11000002265;Tax;D;3316.42
2021/08/29 00:54:56.874 +02:00;KN11000002266;Reversal;C;3378.45
2021/08/29 00:54:56.874 +02:00;KN11000002267;ATM;C;4.0
2021/08/29 00:54:56.874 +02:00;KN11000002268;ATM;C;29190.0
2021/08/29 00:54:56.874 +02:00;KN11000002269;Miscellaneous;D;6567.09
2021/08/29 00:54:56.874 +02:00;KN11000002270;Debit Card;D;17512.25
2021/08/29 00:54:56.874 +02:00;KN11000002271;Commission;D;35024.51
2021/08/29 00:54:56.874 +02:00;KN11000002272;Purchase;C;222479.5
2021/08/29 00:54:56.874 +02:00;KN11000002273;Purchase;C;3145.89
2021/08/29 00:54:56.874 +02:00;KN11000002274;NEFT;D;32232.2
2021/08/29 00:54:56.874 +02:00;KN11000002275;IMPS;C;37.25
2021/08/29 00:54:56.874 +02:00;KN11000002276;Cash;C;23081.6
2021/08/29 00:54:56.874 +02:00;KN11000002277;RTGS;D;72170.68
2021/08/29 00:54:56.874 +02:00;KN11000002278;Debit Card;D;14434.14
2021/08/29 00:54:56.874 +02:00;KN11000002279;ATM;C;7.4
2021/08/29 00:54:56.874 +02:00;KN11000002280;Reversal;D;12991.46
2021/08/29 00:54:56.875 +02:00;KN11000002281;Reversal;D;19487.19
2021/08/29 00:54:56.875 +02:00;KN11000002282;Cash;D;97435.97
2021/08/29 00:54:56.875 +02:00;KN11000002283;RTGS;C;227222.41
2021/08/29 00:54:56.875 +02:00;KN11000002284;Tax;C;1366813.0
2021/08/29 00:54:56.875 +02:00;KN11000002285;IMPS;C;784448.8
2021/08/29 00:54:56.875 +02:00;KN11000002286;NEFT;C;5.79
2021/08/29 00:54:56.875 +02:00;KN11000002287;Commission;D;297311.25
2021/08/29 00:54:56.875 +02:00;KN11000002288;Interest;C;4.5
2021/08/29 00:54:56.875 +02:00;KN11000002289;Bill;D;2081183.25
2021/08/29 00:54:56.875 +02:00;KN11000002290;Commission;C;30221.0
2021/08/29 00:54:56.875 +02:00;KN11000002291;Cash;D;4317.29
2021/08/29 00:54:56.875 +02:00;KN11000002292;Reversal;D;8634.57
2021/08/29 00:54:56.875 +02:00;KN11000002293;Cheque;C;5.6
2021/08/29 00:54:56.875 +02:00;KN11000002294;Tax;D;5758.25
2021/08/29 00:54:56.875 +02:00;KN11000002295;Cheque;D;1151.65
2021/08/29 00:54:56.875 +02:00;KN11000002296;Commission;C;3012.0
2021/08/29 00:54:56.875 +02:00;KN11000002297;Debit Card;C;320.9
2021/08/29 00:54:56.875 +02:00;KN11000002298;IMPS;C;36.08
2021/08/29 00:54:56.875 +02:00;KN11000002299;ATM;C;25.98
2021/08/29 00:54:56.875 +02:00;KN11000002300;Cheque;D;13759.8
2021/08/29 00:54:56.875 +02:00;KN11000002301;Interest;C;179277.0
2021/08/29 00:54:56.875 +02:00;KN11000002302;Commission;D;44819.25
2021/08/29 00:54:56.875 +02:00;KN11000002303;Interest;D;67228.88
2021/08/29 00:54:56.875 +02:00;KN11000002304;Bill;D;11204.81
2021/08/29 00:54:56.875 +02:00;KN11000002305;Miscellaneous;C;4.98
2021/08/29 00:54:56.875 +02:00;KN11000002306;Transfer;C;3.0
2021/08/29 00:54:56.875 +02:00;KN11000002307;ATM;D;11206.41
2021/08/29 00:54:56.875 +02:00;KN11000002308;Interest;D;5603.21
2021/08/29 00:54:56.875 +02:00;KN11000002309;IMPS;C;4.9
2021/08/29 00:54:56.875 +02:00;KN11000002310;IMPS;D;19613.67
2021/08/29 00:54:56.875 +02:00;KN11000002311;Tax;C;71.6
2021/08/29 00:54:56.875 +02:00;KN11000002312;ATM;C;272.55
2021/08/29 00:54:56.875 +02:00;KN11000002313;Tax;D;2494.73
2021/08/29 00:54:56.880 +02:00;KN11000002314;Cheque;D;5821.03
2021/08/29 00:54:56.882 +02:00;KN11000002315;Transfer;D;3880.69
2021/08/29 00:54:56.883 +02:00;KN11000002316;Cash;C;19451.83
2021/08/29 00:54:56.884 +02:00;KN11000002317;NEFT;D;3887.6
2021/08/29 00:54:56.884 +02:00;KN11000002318;Debit Card;C;2.34
2021/08/29 00:54:56.884 +02:00;KN11000002319;ATM;D;11663.97
2021/08/29 00:54:56.884 +02:00;KN11000002320;Reversal;D;3887.99
2021/08/29 00:54:56.884 +02:00;KN11000002321;RTGS;C;2088811.8
2021/08/29 00:54:56.884 +02:00;KN11000002322;Debit Card;C;2.7
2021/08/29 00:54:56.884 +02:00;KN11000002323;IMPS;D;349431.75
2021/08/29 00:54:56.884 +02:00;KN11000002324;Miscellaneous;C;45.0
2021/08/29 00:54:56.884 +02:00;KN11000002325;NEFT;C;5.04
2021/08/29 00:54:56.884 +02:00;KN11000002326;Cash;D;291201.46
2021/08/29 00:54:56.884 +02:00;KN11000002327;Tax;C;262.75
2021/08/29 00:54:56.884 +02:00;KN11000002328;Cheque;D;208038.58
2021/08/29 00:54:56.884 +02:00;KN11000002329;Purchase;C;2143.72
2021/08/29 00:54:56.884 +02:00;KN11000002330;Transfer;C;4043.8
2021/08/29 00:54:56.884 +02:00;KN11000002331;Cash;D;313604.75
2021/08/29 00:54:56.884 +02:00;KN11000002332;Cash;D;134402.04
2021/08/29 00:54:56.884 +02:00;KN11000002333;Cheque;D;134402.04
2021/08/29 00:54:56.884 +02:00;KN11000002334;Purchase;C;4.38
2021/08/29 00:54:56.884 +02:00;KN11000002335;Reversal;D;67201.46
2021/08/29 00:54:56.884 +02:00;KN11000002336;RTGS;D;67201.46
2021/08/29 00:54:56.884 +02:00;KN11000002337;RTGS;C;1663480.0
2021/08/29 00:54:56.884 +02:00;KN11000002338;Bill;D;366848.61
2021/08/29 00:54:56.884 +02:00;KN11000002339;Cash;C;0.99
2021/08/29 00:54:56.884 +02:00;KN11000002340;NEFT;C;20.0
2021/08/29 00:54:56.884 +02:00;KN11000002341;Miscellaneous;C;90437.3
2021/08/29 00:54:56.884 +02:00;KN11000002342;ATM;D;962350.66
2021/08/29 00:54:56.884 +02:00;KN11000002343;Tax;C;772.0
2021/08/29 00:54:56.884 +02:00;KN11000002344;Cheque;D;192624.53
2021/08/29 00:54:56.884 +02:00;KN11000002345;Reversal;D;128416.36
2021/08/29 00:54:56.884 +02:00;KN11000002346;IMPS;C;289.3
2021/08/29 00:54:56.884 +02:00;KN11000002347;Transfer;C;499.7
2021/08/29 00:54:56.886 +02:00;KN11000002348;Transfer;D;91838.68
2021/08/29 00:54:56.886 +02:00;KN11000002349;ATM;C;902256.8
2021/08/29 00:54:56.886 +02:00;KN11000002350;Cash;C;197432.0
2021/08/29 00:54:56.886 +02:00;KN11000002351;NEFT;C;2099.07
2021/08/29 00:54:56.886 +02:00;KN11000002352;ATM;C;229747.0
2021/08/29 00:54:56.886 +02:00;KN11000002353;Reversal;D;268938.14
2021/08/29 00:54:56.886 +02:00;KN11000002354;Interest;C;3721.0
2021/08/29 00:54:56.886 +02:00;KN11000002355;Transfer;C;5.2
2021/08/29 00:54:56.886 +02:00;KN11000002356;Purchase;D;161735.5
2021/08/29 00:54:56.886 +02:00;KN11000002357;Purchase;D;363904.88
2021/08/29 00:54:56.886 +02:00;KN11000002358;ATM;C;29862.0
2021/08/29 00:54:56.886 +02:00;KN11000002359;Debit Card;C;8506.19
2021/08/29 00:54:56.886 +02:00;KN11000002360;ATM;D;565041.42
2021/08/29 00:54:56.886 +02:00;KN11000002361;Interest;D;188347.14
